,age,title,sum,count
6914,60,Extreme Measures (1996),6,2
6929,60,Fearless (1993),6,2
6952,60,Foxfire (1996),6,2
6956,60,French Twist (Gazon maudit) (1995),6,2
6984,60,Girl 6 (1996),6,2
6990,60,GoldenEye (1995),6,2
7000,60,Great Expectations (1998),6,2
7025,60,Homeward Bound: The Incredible Journey (1993),6,2
7038,60,I'm Not Rappaport (1996),6,2
7039,60,I.Q. (1994),6,2
7047,60,In the Name of the Father (1993),6,2
7075,60,Kalifornia (1993),6,2
7080,60,Kingpin (1996),6,2
7102,60,"Little Princess, A (1995)",6,2
7106,60,"Long Kiss Goodnight, The (1996)",6,2
7145,60,McHale's Navy (1997),6,3
7150,60,Menace II Society (1993),6,2
7157,60,Mimic (1997),6,2
7162,60,"Misérables, Les (1995)",6,2
7183,60,Muppet Treasure Island (1996),6,2
7213,60,Nobody's Fool (1994),6,2
7238,60,"Paper, The (1994)",6,2
7239,60,"Parent Trap, The (1961)",6,2
7259,60,Picture Perfect (1997),6,2
7272,60,Princess Caraboo (1994),6,2
7275,60,Private Parts (1997),6,2
7293,60,Real Genius (1985),6,2
7312,60,Ridicule (1996),6,2
7315,60,"River Wild, The (1994)",6,2
7326,60,Ruby in Paradise (1993),6,2
7424,60,That Thing You Do! (1996),6,2
7436,60,Tie Me Up! Tie Me Down! (1990),6,2
7447,60,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",6,2
7448,60,Tombstone (1993),6,2
7459,60,"Truth About Cats & Dogs, The (1996)",6,2
7461,60,Twelve Monkeys (1995),6,2
6668,60,"Age of Innocence, The (1993)",5,1
6669,60,Air Bud (1997),5,2
6710,60,"Associate, The (1996)",5,2
6717,60,"Band Wagon, The (1953)",5,2
6720,60,"Basketball Diaries, The (1995)",5,1
6764,60,"Boys of St. Vincent, The (1993)",5,1
6766,60,"Brady Bunch Movie, The (1995)",5,2
6767,60,Braindead (1992),5,1
6799,60,Cemetery Man (Dellamorte Dellamore) (1994),5,1
6821,60,"Close Shave, A (1995)",5,1
6844,60,"Crucible, The (1996)",5,2
6860,60,Dazed and Confused (1993),5,2
6865,60,Deconstructing Harry (1997),5,2
6874,60,Diabolique (1996),5,2
6880,60,Dirty Dancing (1987),5,1
6908,60,Event Horizon (1997),5,2
6910,60,Evil Dead II (1987),5,1
6923,60,Farinelli: il castrato (1994),5,2
6932,60,Fierce Creatures (1997),5,2
6964,60,Full Speed (1996),5,2
7114,60,Love! Valour! Compassion! (1997),5,1
7134,60,Marlene Dietrich: Shadow and Light (1996) ,5,1
7141,60,Matilda (1996),5,2
7144,60,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",5,1
7208,60,"Nightmare on Elm Street, A (1984)",5,2
7237,60,"Outlaw, The (1943)",5,2
7269,60,Priest (1994),5,1
7303,60,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",5,1
7345,60,Serial Mom (1994),5,2
7353,60,"Shaggy Dog, The (1959)",5,2
7364,60,Short Cuts (1993),5,1
7400,60,Starship Troopers (1997),5,1
7401,60,Stealing Beauty (1996),5,1
7405,60,Stranger in the House (1997),5,2
7406,60,Strawberry and Chocolate (Fresa y chocolate) (1993),5,1
7426,60,"Thin Blue Line, The (1988)",5,1
7444,60,To Die For (1995),5,1
7488,60,"Wedding Singer, The (1998)",5,2
7489,60,Weekend at Bernie's (1989),5,1
7499,60,"White Balloon, The (1995)",5,2
7505,60,William Shakespeare's Romeo and Juliet (1996),5,2
7516,60,"World of Apu, The (Apur Sansar) (1959)",5,1
7517,60,"Wrong Trousers, The (1993)",5,1
6662,60,Ace Ventura: Pet Detective (1994),4,1
6671,60,Akira (1988),4,1
6688,60,Anastasia (1997),4,1
6704,60,Army of Darkness (1993),4,1
6706,60,"Arrival, The (1996)",4,1
6709,60,"Assignment, The (1997)",4,1
6762,60,Booty Call (1997),4,1
6779,60,"Bronx Tale, A (1993)",4,1
6782,60,Burnt By the Sun (1994),4,1
6785,60,"Cable Guy, The (1996)",4,1
6794,60,Casper (1995),4,2
6795,60,Cat People (1982),4,1
6798,60,"Celluloid Closet, The (1995)",4,1
6802,60,Chairman of the Board (1998),4,1
6803,60,"Chamber, The (1996)",4,1
6807,60,"Christmas Carol, A (1938)",4,1
6810,60,Circle of Friends (1995),4,1
6826,60,Conan the Barbarian (1981),4,1
6841,60,Critical Care (1997),4,1
6842,60,Crossfire (1947),4,1
6843,60,"Crow, The (1994)",4,1
6849,60,"Cérémonie, La (1995)",4,1
6851,60,"Damsel in Distress, A (1937)",4,1
6869,60,Desperado (1995),4,1
6879,60,"Die xue shuang xiong (Killer, The) (1989)",4,1
6901,60,"Enfer, L' (1994)",4,1
6916,60,Faces (1968),4,1
6917,60,FairyTale: A True Story (1997),4,1
6918,60,Fallen (1998),4,1
6925,60,Faster Pussycat! Kill! Kill! (1965),4,1
6934,60,"Fille seule, La (A Single Girl) (1995)",4,1
6940,60,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",4,1
6953,60,Free Willy 3: The Rescue (1997),4,1
6975,60,Germinal (1993),4,1
7013,60,"Hate (Haine, La) (1995)",4,1
7028,60,"Horse Whisperer, The (1998)",4,1
7030,60,"Hour of the Pig, The (1993)",4,1
7043,60,In Love and War (1996),4,1
7051,60,"Inkwell, The (1994)",4,1
7052,60,"Innocents, The (1961)",4,1
7054,60,Interview with the Vampire (1994),4,1
7055,60,It Could Happen to You (1994),4,1
7057,60,It's My Party (1995),4,1
7063,60,Jane Eyre (1996),4,1
7087,60,Lady of Burlesque (1943),4,1
7088,60,Ladybird Ladybird (1994),4,1
7089,60,"Last Supper, The (1995)",4,1
7124,60,Malice (1993),4,1
7128,60,"Man Without a Face, The (1993)",4,1
7151,60,Michael (1996),4,1
7158,60,Mina Tannenbaum (1994),4,1
7165,60,Money Train (1995),4,1
7172,60,Mouse Hunt (1997),4,1
7187,60,Muriel's Wedding (1994),4,2
7189,60,My Crazy Life (Mi vida loca) (1993),4,1
7191,60,My Family (1995),4,1
7194,60,My Fellow Americans (1996),4,2
7198,60,My Own Private Idaho (1991),4,1
7203,60,Night Falls on Manhattan (1997),4,1
7204,60,Night Flier (1997),4,1
7205,60,Night of the Living Dead (1968),4,2
7206,60,Night on Earth (1991),4,1
7210,60,Nine Months (1995),4,1
7218,60,Of Human Bondage (1934),4,1
7219,60,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",4,1
7221,60,Old Yeller (1957),4,1
7228,60,Once Were Warriors (1994),4,1
7231,60,One Night Stand (1997),4,1
7233,60,Orlando (1993),4,1
7236,60,Outbreak (1995),4,2
7240,60,Paris Is Burning (1990),4,1
7267,60,"Preacher's Wife, The (1996)",4,1
7273,60,Prisoner of the Mountains (Kavkazsky Plennik) (1996),4,1
7292,60,Ransom (1996),4,1
7314,60,Rising Sun (1993),4,1
7316,60,"Road to Wellville, The (1994)",4,1
7321,60,Romeo Is Bleeding (1993),4,1
7327,60,Rudy (1993),4,1
7328,60,"Ruling Class, The (1972)",4,1
7334,60,"Savage Nights (Nuits fauves, Les) (1992)",4,1
7356,60,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),4,1
7358,60,She's So Lovely (1997),4,2
7363,60,Shooting Fish (1997),4,1
7373,60,Smilla's Sense of Snow (1997),4,1
7377,60,So Dear to My Heart (1949),4,1
7415,60,Swept from the Sea (1997),4,1
7423,60,That Darn Cat! (1997),4,2
7428,60,Things to Do in Denver when You're Dead (1995),4,1
7432,60,"Three Caballeros, The (1945)",4,1
7446,60,To Live (Huozhe) (1994),4,1
7457,60,True Romance (1993),4,1
7458,60,"Truman Show, The (1998)",4,2
7460,60,Twelfth Night (1996),4,1
7463,60,U Turn (1997),4,1
7470,60,Until the End of the World (Bis ans Ende der Welt) (1991),4,1
7471,60,Unzipped (1995),4,1
7473,60,Up in Smoke (1978),4,1
7487,60,Waterworld (1995),4,1
7492,60,Wes Craven's New Nightmare (1994),4,1
7501,60,"Whole Wide World, The (1996)",4,1
7507,60,Wings of Courage (1995),4,1
7510,60,With Honors (1994),4,1
7511,60,Withnail and I (1987),4,1
6677,60,Alien: Resurrection (1997),3,1
6689,60,Angel and the Badman (1947),3,1
6712,60,Ayn Rand: A Sense of Life (1997),3,1
6725,60,Batman Returns (1992),3,1
6726,60,Bean (1997),3,1
6729,60,Beautiful Girls (1996),3,1
6740,60,Beverly Hills Cop III (1994),3,1
6741,60,Bhaji on the Beach (1993),3,1
6749,60,Blood & Wine (1997),3,1
6751,60,Blue Sky (1994),3,1
6752,60,Blues Brothers 2000 (1998),3,1
6760,60,Boomerang (1992),3,1
6770,60,Bread and Chocolate (Pane e cioccolata) (1973),3,1
6784,60,"Bye Bye, Love (1995)",3,1
6789,60,Career Girls (1997),3,2
6800,60,Century (1993),3,1
6801,60,Chain Reaction (1996),3,1
6808,60,Cinderella (1950),3,1
6812,60,Citizen Ruth (1996),3,1
6815,60,City of Industry (1997),3,1
6824,60,"Colonel Chabert, Le (1994)",3,1
6827,60,Condition Red (1995),3,1
6830,60,"Contempt (Mépris, Le) (1963)",3,1
6858,60,Daylight (1996),3,1
6859,60,"Daytrippers, The (1996)",3,1
6863,60,Death and the Maiden (1994),3,1
6904,60,Escape from L.A. (1996),3,1
6905,60,Escape from New York (1981),3,1
6906,60,Escape to Witch Mountain (1975),3,1
6924,60,"Fast, Cheap & Out of Control (1997)",3,2
6926,60,Fatal Instinct (1993),3,1
6941,60,Flubber (1997),3,1
6944,60,Fools Rush In (1997),3,1
6946,60,For Whom the Bell Tolls (1943),3,1
6947,60,"Forbidden Christ, The (Cristo proibito, Il) (1950)",3,1
6949,60,Foreign Correspondent (1940),3,1
6959,60,"Frighteners, The (1996)",3,1
6972,60,"Gay Divorcee, The (1934)",3,1
6981,60,Ghosts of Mississippi (1996),3,1
6989,60,Golden Earrings (1947),3,1
7002,60,"Great White Hype, The (1996)",3,1
7009,60,Happy Gilmore (1996),3,1
7010,60,Hard Target (1993),3,1
7018,60,Heidi Fleiss: Hollywood Madam (1995) ,3,1
7022,60,Highlander (1986),3,1
7029,60,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",3,1
7031,60,Houseguest (1994),3,1
7032,60,How to Make an American Quilt (1995),3,1
7033,60,"Howling, The (1981)",3,1
7041,60,Immortal Beloved (1994),3,1
7044,60,In the Army Now (1994),3,1
7045,60,In the Company of Men (1997),3,1
7069,60,Johnny Mnemonic (1995),3,1
7070,60,Jude (1996),3,1
7077,60,Kaspar Hauser (1993),3,1
7090,60,"Last Time I Saw Paris, The (1954)",3,1
7093,60,"Lawnmower Man, The (1992)",3,1
7099,60,Little Big League (1994),3,1
7101,60,Little Odessa (1994),3,1
7108,60,Lost Horizon (1937),3,1
7109,60,"Lost World: Jurassic Park, The (1997)",3,1
7110,60,"Love Bug, The (1969)",3,1
7111,60,Love Is All There Is (1996),3,1
7117,60,M. Butterfly (1993),3,1
7120,60,Madame Butterfly (1995),3,1
7122,60,"Magic Hour, The (1998)",3,1
7125,60,Mallrats (1995),3,1
7129,60,"Man of No Importance, A (1994)",3,1
7135,60,Mars Attacks! (1996),3,1
7140,60,"MatchMaker, The (1997)",3,1
7143,60,Maya Lin: A Strong Clear Vision (1994),3,1
7175,60,Mr. Wonderful (1993),3,1
7179,60,Mrs. Winterbourne (1996),3,1
7182,60,Multiplicity (1996),3,1
7192,60,My Favorite Season (1993),3,1
7199,60,Mystery Science Theater 3000: The Movie (1996),3,1
7201,60,Nell (1994),3,1
7227,60,Once Upon a Time... When We Were Colored (1995),3,1
7229,60,One Fine Day (1996),3,1
7232,60,Only You (1994),3,1
7251,60,Persuasion (1995),3,1
7252,60,"Phantom, The (1996)",3,1
7258,60,Picture Bride (1995),3,1
7266,60,Powder (1995),3,1
7278,60,"Prophecy II, The (1998)",3,1
7283,60,"Quest, The (1996)",3,1
7294,60,Reality Bites (1994),3,1
7304,60,"Replacement Killers, The (1998)",3,1
7306,60,Restoration (1995),3,1
7317,60,Rob Roy (1995),3,1
7333,60,"Santa Clause, The (1994)",3,1
7337,60,Scream 2 (1997),3,1
7350,60,Sgt. Bilko (1996),3,2
7354,60,Shall We Dance? (1937),3,1
7355,60,Shallow Grave (1994),3,1
7371,60,Sleepover (1995),3,1
7387,60,Speechless (1994),3,1
7389,60,Spellbound (1945),3,1
7396,60,Star Trek: First Contact (1996),3,1
7402,60,Steel (1997),3,1
7404,60,"Story of Xinghua, The (1993)",3,1
7409,60,Striptease (1996),3,1
7412,60,Super Mario Bros. (1993),3,1
7413,60,Surviving Picasso (1996),3,1
7416,60,Swingers (1996),3,1
7418,60,"Sword in the Stone, The (1963)",3,1
7419,60,"Tango Lesson, The (1997)",3,1
7425,60,"Thieves (Voleurs, Les) (1996)",3,1
7478,60,"Very Brady Sequel, A (1996)",3,2
7491,60,Welcome to the Dollhouse (1995),3,1
7503,60,Wild America (1997),3,1
7513,60,Wolf (1994),3,1
7514,60,"Women, The (1939)",3,1
7515,60,"Wooden Man's Bride, The (Wu Kui) (1994)",3,1
7519,60,"Young Poisoner's Handbook, The (1995)",3,1
6653,60,101 Dalmatians (1996),2,1
6673,60,Alaska (1996),2,1
6680,60,Alphaville (1965),2,1
6686,60,Amos & Andrew (1993),2,1
6690,60,Angel on My Shoulder (1946),2,1
6692,60,Angels in the Outfield (1994),2,1
6695,60,Another Stakeout (1993),2,1
6703,60,"Aristocats, The (1970)",2,1
6711,60,Austin Powers: International Man of Mystery (1997),2,1
6715,60,"Ballad of Narayama, The (Narayama Bushiko) (1958)",2,1
6719,60,Barcelona (1994),2,1
6721,60,Basquiat (1996),2,1
6722,60,Bastard Out of Carolina (1996),2,1
6728,60,"Beautician and the Beast, The (1997)",2,1
6730,60,Beautiful Thing (1996),2,1
6739,60,"Beverly Hillbillies, The (1993)",2,1
6755,60,"Body Snatcher, The (1945)",2,1
6756,60,Body Snatchers (1993),2,1
6757,60,Bogus (1996),2,1
6790,60,Carlito's Way (1993),2,1
6814,60,City Slickers II: The Legend of Curly's Gold (1994),2,1
6816,60,"City of Lost Children, The (1995)",2,1
6825,60,Con Air (1997),2,1
6836,60,"Corrina, Corrina (1994)",2,1
6864,60,Deceiver (1997),2,2
6868,60,Demolition Man (1993),2,1
6900,60,"Endless Summer 2, The (1994)",2,1
6912,60,Excess Baggage (1997),2,1
6928,60,Fathers' Day (1997),2,1
6933,60,"Fifth Element, The (1997)",2,1
6943,60,"Fog, The (1980)",2,1
6945,60,For Richer or Poorer (1997),2,1
6954,60,Freeway (1996),2,1
6955,60,French Kiss (1995),2,1
6974,60,Georgia (1995),2,1
7020,60,Here Comes Cookie (1935),2,1
7065,60,Jaws 2 (1978),2,1
7068,60,Joe's Apartment (1996),2,1
7072,60,"Jungle Book, The (1994)",2,1
7076,60,Kansas City (1996),2,2
7100,60,Little Buddha (1993),2,1
7112,60,Love Jones (1997),2,1
7119,60,Mad City (1997),2,1
7138,60,Mary Reilly (1996),2,1
7156,60,Miller's Crossing (1990),2,1
7164,60,Money Talks (1997),2,1
7169,60,Mortal Kombat: Annihilation (1997),2,1
7171,60,Mother Night (1996),2,1
7185,60,Murder in the First (1995),2,1
7202,60,"Neon Bible, The (1995)",2,1
7222,60,Oliver & Company (1988),2,1
7234,60,Oscar & Lucinda (1997),2,1
7249,60,"Perfect Candidate, A (1996)",2,1
7260,60,Pink Floyd - The Wall (1982),2,1
7277,60,"Program, The (1993)",2,1
7302,60,Renaissance Man (1994),2,1
7311,60,Richie Rich (1994),2,1
7322,60,Romy and Michele's High School Reunion (1997),2,1
7360,60,Shiloh (1997),2,1
7382,60,Soul Food (1997),2,1
7386,60,Species (1995),2,1
7417,60,Swiss Family Robinson (1960),2,1
7468,60,Unforgettable (1996),2,1
7476,60,Vegas Vacation (1997),2,2
7483,60,"Walk in the Clouds, A (1995)",2,1
7485,60,"War Room, The (1993)",2,1
7490,60,Welcome To Sarajevo (1997),2,1
7493,60,What Happened Was... (1994),2,1
6732,60,Beavis and Butt-head Do America (1996),1,1
6856,60,"Davy Crockett, King of the Wild Frontier (1955)",1,1
6930,60,Feeling Minnesota (1996),1,1
6997,60,Grease 2 (1982),1,1
7007,60,Halloween: The Curse of Michael Myers (1995),1,1
7012,60,Harriet the Spy (1996),1,1
7037,60,I'll Do Anything (1994),1,1
7049,60,"Indian in the Cupboard, The (1995)",1,1
7073,60,Jungle2Jungle (1997),1,1
7248,60,"Perez Family, The (1995)",1,1
7344,60,Senseless (1998),1,1
7384,60,Spanking the Monkey (1994),1,1
7410,60,"Substitute, The (1996)",1,1
7482,60,Waiting to Exhale (1995),1,1
5797,50,"English Patient, The (1996)",268,71
5824,50,Fargo (1996),231,52
6475,50,Star Wars (1977),219,49
5914,50,"Godfather, The (1972)",183,41
5487,50,Air Force One (1997),180,48
6065,50,L.A. Confidential (1997),179,42
5701,50,Contact (1997),172,46
5883,50,"Full Monty, The (1997)",170,41
6540,50,Titanic (1997),160,38
6355,50,Return of the Jedi (1983),152,38
6397,50,Sense and Sensibility (1995),147,38
5742,50,Dead Man Walking (1995),146,34
6395,50,Secrets & Lies (1996),145,33
6029,50,Jerry Maguire (1996),144,39
6575,50,Ulee's Gold (1997),142,35
5700,50,Conspiracy Theory (1997),138,39
5809,50,Evita (1996),133,40
6332,50,Raiders of the Lost Ark (1981),132,33
5922,50,"Graduate, The (1967)",131,30
5793,50,"Empire Strikes Back, The (1980)",129,33
6420,50,"Silence of the Lambs, The (1991)",129,30
6096,50,Lone Star (1996),128,29
5612,50,"Boot, Das (1981)",127,29
5657,50,Casablanca (1942),126,29
6387,50,Schindler's List (1993),125,27
6481,50,"Sting, The (1973)",125,30
5643,50,Butch Cassidy and the Sundance Kid (1969),123,31
6304,50,"Postino, Il (1994)",122,30
6079,50,Lawrence of Arabia (1962),120,28
5918,50,Good Will Hunting (1997),114,26
6340,50,Rear Window (1954),114,26
6412,50,"Shawshank Redemption, The (1994)",113,27
6323,50,Pulp Fiction (1994),112,32
6084,50,Liar Liar (1997),111,37
5500,50,Amadeus (1984),110,26
6544,50,To Kill a Mockingbird (1962),110,25
6553,50,Toy Story (1995),109,29
5527,50,Apt Pupil (1998),107,26
5631,50,"Bridge on the River Kwai, The (1957)",106,25
5881,50,"Fugitive, The (1993)",106,25
6002,50,Independence Day (ID4) (1996),105,27
6116,50,M*A*S*H (1970),104,25
6238,50,North by Northwest (1959),104,25
5705,50,Cool Hand Luke (1967),103,26
6184,50,Mr. Holland's Opus (1995),103,29
5677,50,Citizen Kane (1941),102,24
6322,50,Psycho (1960),102,26
6440,50,Some Like It Hot (1959),101,25
5468,50,2001: A Space Odyssey (1968),100,25
5668,50,Chasing Amy (1997),100,26
6195,50,Murder at 1600 (1997),99,29
5539,50,Back to the Future (1985),98,28
5532,50,As Good As It Gets (1997),97,22
5776,50,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),97,23
6255,50,One Flew Over the Cuckoo's Nest (1975),97,23
6082,50,Leaving Las Vegas (1995),96,24
6290,50,"Piano, The (1993)",96,25
5856,50,Fly Away Home (1996),95,27
6134,50,"Manchurian Candidate, The (1962)",95,23
6181,50,Mother (1996),95,28
5492,50,Alien (1979),94,22
5671,50,Chinatown (1974),94,22
6005,50,Indiana Jones and the Last Crusade (1989),93,23
5518,50,Annie Hall (1977),92,25
5865,50,Forrest Gump (1994),92,23
6594,50,Vertigo (1958),92,22
5593,50,Blade Runner (1982),91,22
5624,50,Braveheart (1995),91,23
5887,50,G.I. Jane (1997),91,26
6023,50,Jaws (1975),91,23
5868,50,Four Weddings and a Funeral (1994),90,25
5961,50,High Noon (1952),90,21
5994,50,In & Out (1997),90,26
5693,50,Cold Comfort Farm (1995),88,22
5588,50,"Birdcage, The (1996)",87,26
5889,50,"Game, The (1997)",87,26
5915,50,"Godfather: Part II, The (1974)",87,20
6367,50,"Rock, The (1996)",87,24
5483,50,"African Queen, The (1951)",86,20
5675,50,Cinema Paradiso (1988),86,21
5759,50,"Devil's Own, The (1997)",85,23
6276,50,Patton (1970),85,20
5610,50,Bonnie and Clyde (1967),84,22
5538,50,Babe (1995),83,20
5784,50,E.T. the Extra-Terrestrial (1982),83,19
5792,50,Emma (1996),83,22
5890,50,Gandhi (1982),83,20
6157,50,Men in Black (1997),83,20
6590,50,"Usual Suspects, The (1995)",83,20
6640,50,"Wizard of Oz, The (1939)",83,20
5807,50,Everyone Says I Love You (1996),82,22
5917,50,Gone with the Wind (1939),82,20
6015,50,It's a Wonderful Life (1946),82,21
6053,50,"Killing Fields, The (1984)",82,19
6619,50,When Harry Met Sally... (1989),82,21
5583,50,Big Night (1996),81,19
6388,50,Scream (1996),81,27
5758,50,"Devil's Advocate, The (1997)",80,24
6313,50,"Princess Bride, The (1987)",80,21
6600,50,Wag the Dog (1997),80,22
5707,50,Cop Land (1997),79,23
5729,50,Dances with Wolves (1990),79,20
6513,50,"Terminator, The (1984)",78,20
6125,50,"Magnificent Seven, The (1954)",77,18
5912,50,Glory (1989),76,18
6177,50,Monty Python and the Holy Grail (1974),76,20
5611,50,Boogie Nights (1997),75,22
6172,50,Mission: Impossible (1996),75,24
5507,50,Amistad (1997),74,19
5589,50,"Birds, The (1963)",74,18
5848,50,"Fish Called Wanda, A (1988)",74,21
5920,50,GoodFellas (1990),74,21
6335,50,Raising Arizona (1987),74,20
6568,50,Twelve Monkeys (1995),73,20
5464,50,12 Angry Men (1957),72,17
5495,50,Aliens (1986),72,17
5711,50,Courage Under Fire (1996),72,19
5733,50,Dante's Peak (1997),72,23
6061,50,Kolya (1996),72,16
6333,50,"Rainmaker, The (1997)",72,20
6471,50,Star Trek: First Contact (1996),72,22
5689,50,"Clockwork Orange, A (1971)",71,17
6508,50,Taxi Driver (1976),71,18
6361,50,"Right Stuff, The (1983)",70,18
6416,50,Shine (1996),70,18
5605,50,"Blues Brothers, The (1980)",69,20
6279,50,"People vs. Larry Flynt, The (1996)",69,19
5927,50,"Great Escape, The (1963)",68,17
6127,50,"Maltese Falcon, The (1941)",68,15
6348,50,"Remains of the Day, The (1993)",68,17
6422,50,Singin' in the Rain (1952),68,17
5523,50,Apocalypse Now (1979),67,16
5524,50,Apollo 13 (1995),67,16
6512,50,Terminator 2: Judgment Day (1991),67,17
5960,50,Henry V (1989),66,15
6375,50,Rosewood (1997),66,17
6384,50,"Saint, The (1997)",66,24
6463,50,Stand by Me (1986),66,17
6535,50,"Time to Kill, A (1996)",66,19
6570,50,Twister (1996),66,20
5838,50,Field of Dreams (1989),65,18
6537,50,Tin Cup (1996),65,21
5531,50,Arsenic and Old Lace (1944),64,15
5983,50,"Hunt for Red October, The (1990)",64,15
6549,50,Tomorrow Never Dies (1997),64,18
6564,50,"Truth About Cats & Dogs, The (1996)",64,18
6648,50,Young Frankenstein (1974),64,16
6166,50,Mighty Aphrodite (1995),63,19
5771,50,Donnie Brasco (1997),62,16
5847,50,"First Wives Club, The (1996)",62,20
6085,50,Like Water For Chocolate (Como agua para chocolate) (1992),62,16
6372,50,"Room with a View, A (1986)",62,16
5585,50,"Big Sleep, The (1946)",61,15
5625,50,Brazil (1985),61,17
5878,50,Fried Green Tomatoes (1991),61,14
6013,50,It Happened One Night (1934),61,15
6163,50,Michael Collins (1996),61,17
6186,50,Mr. Smith Goes to Washington (1939),61,15
6556,50,"Treasure of the Sierra Madre, The (1948)",60,15
5496,50,All About Eve (1950),59,16
5522,50,"Apartment, The (1960)",59,15
5750,50,"Deer Hunter, The (1978)",59,14
6200,50,My Best Friend's Wedding (1997),59,18
6207,50,My Left Foot (1989),59,15
6583,50,Unforgiven (1992),59,14
5474,50,Absolute Power (1997),58,16
5569,50,Being There (1979),58,14
5634,50,Broken Arrow (1996),58,19
5785,50,East of Eden (1955),58,15
6289,50,"Philadelphia Story, The (1940)",58,16
6381,50,Sabrina (1995),58,17
5572,50,Ben-Hur (1959),57,14
5790,50,"Edge, The (1997)",57,15
6187,50,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",57,14
